Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00   29899/427919      std::_Deque_iterator<Point*, Point*&, Point**>::_Deque_iterator(std::_Deque_iterator<Point*, Point*&, Point**> const&) [31]
-----------------------------------------------
                0.00    0.00   10000/29892       Point*& std::deque<Point*, std::allocator<Point*> >::emplace_back<Point*>(Point*&&) [61]
                0.00    0.00   19892/29892       convexHull(std::deque<Point*, std::allocator<Point*> >&) [3]
[44]     0.0    0.00    0.00   29892         std::deque<Point*, std::allocator<Point*> >::back() [44]
                0.00    0.00   29892/29899       std::deque<Point*, std::allocator<Point*> >::end() [43]
                0.00    0.00   29892/476086      std::_Deque_iterator<Point*, Point*&, Point**>::operator*() const [30]
                0.00    0.00   29892/111429      std::_Deque_iterator<Point*, Point*&, Point**>::operator--() [34]
-----------------------------------------------
                0.00    0.00   24726/24726       void std::iter_swap<std::_Deque_iterator<Point*, Point*&, Point**>, std::_Deque_iterator<Point*, Point*&, Point**> >(std::_Deque_iterator<Point*, Point*&, Point**>, std::_Deque_iterator<Point*, Point*&, Point**>) [46]
[45]     0.0    0.00    0.00   24726         std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<Point*> >, std::is_move_constructible<Point*>, std::is_move_assignable<Point*> >::value, void>::type std::swap<Point*>(Point*&, Point*&) [45]
                0.00    0.00   74178/124736      std::remove_reference<Point*&>::type&& std::move<Point*&>(Point*&) [33]
-----------------------------------------------
                0.00    0.00     994/24726       void std::__move_median_to_first<std::_Deque_iterator<Point*, Point*&, Point**>, __gnu_cxx::__ops::_Iter_comp_iter<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}> >(std::_Deque_iterator<Point*, Point*&, Point**>, std::_Deque_iterator<Point*, Point*&, Point**>, std::_Deque_iterator<Point*, Point*&, Point**>, std::_Deque_iterator<Point*, Point*&, Point**>, __gnu_cxx::__ops::_Iter_comp_iter<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>) [16]
                0.00    0.00   23732/24726       std::_Deque_iterator<Point*, Point*&, Point**> std::__unguarded_partition<std::_Deque_iterator<Point*, Point*&, Point**>, __gnu_cxx::__ops::_Iter_comp_iter<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}> >(std::_Deque_iterator<Point*, Point*&, Point**>, std::_Deque_iterator<Point*, Point*&, Point**>, std::_Deque_iterator<Point*, Point*&, Point**>, __gnu_cxx::__ops::_Iter_comp_iter<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>) [11]
[46]     0.0    0.00    0.00   24726         void std::iter_swap<std::_Deque_iterator<Point*, Point*&, Point**>, std::_Deque_iterator<Point*, Point*&, Point**> >(std::_Deque_iterator<Point*, Point*&, Point**>, std::_Deque_iterator<Point*, Point*&, Point**>) [46]
                0.00    0.00   49452/476086      std::_Deque_iterator<Point*, Point*&, Point**>::operator*() const [30]
                0.00    0.00   24726/24726       std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<Point*> >, std::is_move_constructible<Point*>, std::is_move_assignable<Point*> >::value, void>::type std::swap<Point*>(Point*&, Point*&) [45]
-----------------------------------------------
                0.00    0.00   24726/24726       std::_Deque_iterator<Point*, Point*&, Point**> std::__unguarded_partition<std::_Deque_iterator<Point*, Point*&, Point**>, __gnu_cxx::__ops::_Iter_comp_iter<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}> >(std::_Deque_iterator<Point*, Point*&, Point**>, std::_Deque_iterator<Point*, Point*&, Point**>, std::_Deque_iterator<Point*, Point*&, Point**>, __gnu_cxx::__ops::_Iter_comp_iter<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>) [11]
[47]     0.0    0.00    0.00   24726         std::operator<(std::_Deque_iterator<Point*, Point*&, Point**> const&, std::_Deque_iterator<Point*, Point*&, Point**> const&) [47]
-----------------------------------------------
                0.00    0.00     994/23887       std::_Deque_iterator<Point*, Point*&, Point**>::operator-=(long) [72]
                0.00    0.00   22893/23887       std::operator+(std::_Deque_iterator<Point*, Point*&, Point**> const&, long) [49]
[48]     0.0    0.00    0.00   23887         std::_Deque_iterator<Point*, Point*&, Point**>::operator+=(long) [48]
                0.00    0.00   24730/71435       std::_Deque_iterator<Point*, Point*&, Point**>::_S_buffer_size() [37]
                0.00    0.00     432/3678        std::_Deque_iterator<Point*, Point*&, Point**>::_M_set_node(Point***) [71]
-----------------------------------------------
                0.00    0.00       1/22893       void std::__insertion_sort<std::_Deque_iterator<Point*, Point*&, Point**>, __gnu_cxx::__ops::_Iter_comp_iter<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}> >(std::_Deque_iterator<Point*, Point*&, Point**>, std::_Deque_iterator<Point*, Point*&, Point**>, __gnu_cxx::__ops::_Iter_comp_iter<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>) [17]
                0.00    0.00       2/22893       void std::__final_insertion_sort<std::_Deque_iterator<Point*, Point*&, Point**>, __gnu_cxx::__ops::_Iter_comp_iter<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}> >(std::_Deque_iterator<Point*, Point*&, Point**>, std::_Deque_iterator<Point*, Point*&, Point**>, __gnu_cxx::__ops::_Iter_comp_iter<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>) [12]
                0.00    0.00    2982/22893       std::_Deque_iterator<Point*, Point*&, Point**> std::__unguarded_partition_pivot<std::_Deque_iterator<Point*, Point*&, Point**>, __gnu_cxx::__ops::_Iter_comp_iter<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}> >(std::_Deque_iterator<Point*, Point*&, Point**>, std::_Deque_iterator<Point*, Point*&, Point**>, __gnu_cxx::__ops::_Iter_comp_iter<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>) [9]
                0.00    0.00   19908/22893       std::_Deque_iterator<Point*, Point*&, Point**>::operator[](long) const [52]
[49]     0.0    0.00    0.00   22893         std::operator+(std::_Deque_iterator<Point*, Point*&, Point**> const&, long) [49]
                0.00    0.00   22893/427919      std::_Deque_iterator<Point*, Point*&, Point**>::_Deque_iterator(std::_Deque_iterator<Point*, Point*&, Point**> const&) [31]
                0.00    0.00   22893/23887       std::_Deque_iterator<Point*, Point*&, Point**>::operator+=(long) [48]
-----------------------------------------------
                0.00    0.00   10000/20000       void std::allocator_traits<std::allocator<Point*> >::construct<Point*, Point* const&>(std::allocator<Point*>&, Point**, Point* const&) [59]
                0.00    0.00   10000/20000       void __gnu_cxx::new_allocator<Point*>::construct<Point*, Point* const&>(Point**, Point* const&) [57]
[50]     0.0    0.00    0.00   20000         Point* const& std::forward<Point* const&>(std::remove_reference<Point* const&>::type&) [50]
-----------------------------------------------
                0.00    0.00   10000/20000       void __gnu_cxx::new_allocator<Point*>::construct<Point*, Point* const&>(Point**, Point* const&) [57]
                0.00    0.00   10000/20000       void __gnu_cxx::new_allocator<Point*>::construct<Point*, Point*>(Point**, Point*&&) [58]
[51]     0.0    0.00    0.00   20000         operator new(unsigned long, void*) [51]
-----------------------------------------------
                0.00    0.00   19908/19908       std::deque<Point*, std::allocator<Point*> >::operator[](unsigned long) [53]
[52]     0.0    0.00    0.00   19908         std::_Deque_iterator<Point*, Point*&, Point**>::operator[](long) const [52]
                0.00    0.00   19908/22893       std::operator+(std::_Deque_iterator<Point*, Point*&, Point**> const&, long) [49]
                0.00    0.00   19908/476086      std::_Deque_iterator<Point*, Point*&, Point**>::operator*() const [30]
-----------------------------------------------
                0.00    0.00      16/19908       polygonArea(std::deque<Point*, std::allocator<Point*> >&) [22]
                0.00    0.00   19892/19908       convexHull(std::deque<Point*, std::allocator<Point*> >&) [3]
[53]     0.0    0.00    0.00   19908         std::deque<Point*, std::allocator<Point*> >::operator[](unsigned long) [53]
                0.00    0.00   19908/19908       std::_Deque_iterator<Point*, Point*&, Point**>::operator[](long) const [52]
-----------------------------------------------
                0.00    0.00       1/10001       convexHull(std::deque<Point*, std::allocator<Point*> >&) [3]
                0.00    0.00   10000/10001       main [1]
[54]     0.0    0.00    0.00   10001         Point::~Point() [54]
-----------------------------------------------
                0.00    0.00       1/10001       __gnu_cxx::__ops::_Iter_comp_iter<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}> __gnu_cxx::__ops::__iter_comp_iter<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>(convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}) [136]
                0.00    0.00       1/10001       __gnu_cxx::__ops::_Iter_comp_iter<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>::_Iter_comp_iter(convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}) [134]
                0.00    0.00    9999/10001       __gnu_cxx::__ops::_Val_comp_iter<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>::_Val_comp_iter(__gnu_cxx::__ops::_Iter_comp_iter<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>&&) [64]
[55]     0.0    0.00    0.00   10001         std::remove_reference<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}&>::type&& std::move<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}&>(convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}&) [55]
-----------------------------------------------
                0.00    0.00   10000/10000       main [1]
[56]     0.0    0.00    0.00   10000         Point::Point(float, float) [56]
-----------------------------------------------
                0.00    0.00   10000/10000       void std::allocator_traits<std::allocator<Point*> >::construct<Point*, Point* const&>(std::allocator<Point*>&, Point**, Point* const&) [59]
[57]     0.0    0.00    0.00   10000         void __gnu_cxx::new_allocator<Point*>::construct<Point*, Point* const&>(Point**, Point* const&) [57]
                0.00    0.00   10000/20000       Point* const& std::forward<Point* const&>(std::remove_reference<Point* const&>::type&) [50]
                0.00    0.00   10000/20000       operator new(unsigned long, void*) [51]
-----------------------------------------------
                0.00    0.00   10000/10000       void std::allocator_traits<std::allocator<Point*> >::construct<Point*, Point*>(std::allocator<Point*>&, Point**, Point*&&) [60]
[58]     0.0    0.00    0.00   10000         void __gnu_cxx::new_allocator<Point*>::construct<Point*, Point*>(Point**, Point*&&) [58]
                0.00    0.00   10000/30156       Point*&& std::forward<Point*>(std::remove_reference<Point*>::type&) [42]
                0.00    0.00   10000/20000       operator new(unsigned long, void*) [51]
-----------------------------------------------
                0.00    0.00   10000/10000       std::deque<Point*, std::allocator<Point*> >::push_back(Point* const&) [63]
[59]     0.0    0.00    0.00   10000         void std::allocator_traits<std::allocator<Point*> >::construct<Point*, Point* const&>(std::allocator<Point*>&, Point**, Point* const&) [59]
                0.00    0.00   10000/20000       Point* const& std::forward<Point* const&>(std::remove_reference<Point* const&>::type&) [50]
                0.00    0.00   10000/10000       void __gnu_cxx::new_allocator<Point*>::construct<Point*, Point* const&>(Point**, Point* const&) [57]
-----------------------------------------------
                0.00    0.00     156/10000       void std::deque<Point*, std::allocator<Point*> >::_M_push_back_aux<Point*>(Point*&&) [86]
                0.00    0.00    9844/10000       Point*& std::deque<Point*, std::allocator<Point*> >::emplace_back<Point*>(Point*&&) [61]
[60]     0.0    0.00    0.00   10000         void std::allocator_traits<std::allocator<Point*> >::construct<Point*, Point*>(std::allocator<Point*>&, Point**, Point*&&) [60]
                0.00    0.00   10000/30156       Point*&& std::forward<Point*>(std::remove_reference<Point*>::type&) [42]
                0.00    0.00   10000/10000       void __gnu_cxx::new_allocator<Point*>::construct<Point*, Point*>(Point**, Point*&&) [58]
-----------------------------------------------
                0.00    0.00   10000/10000       std::deque<Point*, std::allocator<Point*> >::push_back(Point*&&) [62]
[61]     0.0    0.00    0.00   10000         Point*& std::deque<Point*, std::allocator<Point*> >::emplace_back<Point*>(Point*&&) [61]
                0.00    0.00   10000/30156       Point*&& std::forward<Point*>(std::remove_reference<Point*>::type&) [42]
                0.00    0.00   10000/29892       std::deque<Point*, std::allocator<Point*> >::back() [44]
                0.00    0.00    9844/10000       void std::allocator_traits<std::allocator<Point*> >::construct<Point*, Point*>(std::allocator<Point*>&, Point**, Point*&&) [60]
                0.00    0.00     156/156         void std::deque<Point*, std::allocator<Point*> >::_M_push_back_aux<Point*>(Point*&&) [86]
-----------------------------------------------
                0.00    0.00   10000/10000       main [1]
[62]     0.0    0.00    0.00   10000         std::deque<Point*, std::allocator<Point*> >::push_back(Point*&&) [62]
                0.00    0.00   10000/124736      std::remove_reference<Point*&>::type&& std::move<Point*&>(Point*&) [33]
                0.00    0.00   10000/10000       Point*& std::deque<Point*, std::allocator<Point*> >::emplace_back<Point*>(Point*&&) [61]
-----------------------------------------------
                0.00    0.00   10000/10000       convexHull(std::deque<Point*, std::allocator<Point*> >&) [3]
[63]     0.0    0.00    0.00   10000         std::deque<Point*, std::allocator<Point*> >::push_back(Point* const&) [63]
                0.00    0.00   10000/10000       void std::allocator_traits<std::allocator<Point*> >::construct<Point*, Point* const&>(std::allocator<Point*>&, Point**, Point* const&) [59]
-----------------------------------------------
                0.00    0.00    9999/9999        __gnu_cxx::__ops::_Val_comp_iter<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}> __gnu_cxx::__ops::__val_comp_iter<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>(__gnu_cxx::__ops::_Iter_comp_iter<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>) [65]
[64]     0.0    0.00    0.00    9999         __gnu_cxx::__ops::_Val_comp_iter<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>::_Val_comp_iter(__gnu_cxx::__ops::_Iter_comp_iter<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>&&) [64]
                0.00    0.00    9999/10001       std::remove_reference<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}&>::type&& std::move<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}&>(convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}&) [55]
-----------------------------------------------
                0.00    0.00      15/9999        void std::__insertion_sort<std::_Deque_iterator<Point*, Point*&, Point**>, __gnu_cxx::__ops::_Iter_comp_iter<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}> >(std::_Deque_iterator<Point*, Point*&, Point**>, std::_Deque_iterator<Point*, Point*&, Point**>, __gnu_cxx::__ops::_Iter_comp_iter<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>) [17]
                0.00    0.00    9984/9999        void std::__unguarded_insertion_sort<std::_Deque_iterator<Point*, Point*&, Point**>, __gnu_cxx::__ops::_Iter_comp_iter<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}> >(std::_Deque_iterator<Point*, Point*&, Point**>, std::_Deque_iterator<Point*, Point*&, Point**>, __gnu_cxx::__ops::_Iter_comp_iter<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>) [15]
[65]     0.0    0.00    0.00    9999         __gnu_cxx::__ops::_Val_comp_iter<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}> __gnu_cxx::__ops::__val_comp_iter<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>(__gnu_cxx::__ops::_Iter_comp_iter<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>) [65]
                0.00    0.00    9999/9999        std::remove_reference<__gnu_cxx::__ops::_Iter_comp_iter<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>&>::type&& std::move<__gnu_cxx::__ops::_Iter_comp_iter<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>&>(__gnu_cxx::__ops::_Iter_comp_iter<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>&) [66]
                0.00    0.00    9999/9999        __gnu_cxx::__ops::_Val_comp_iter<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>::_Val_comp_iter(__gnu_cxx::__ops::_Iter_comp_iter<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>&&) [64]
-----------------------------------------------
                0.00    0.00    9999/9999        __gnu_cxx::__ops::_Val_comp_iter<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}> __gnu_cxx::__ops::__val_comp_iter<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>(__gnu_cxx::__ops::_Iter_comp_iter<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>) [65]
[66]     0.0    0.00    0.00    9999         std::remove_reference<__gnu_cxx::__ops::_Iter_comp_iter<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>&>::type&& std::move<__gnu_cxx::__ops::_Iter_comp_iter<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>&>(__gnu_cxx::__ops::_Iter_comp_iter<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>&) [66]
-----------------------------------------------
                0.00    0.00       1/9996        std::_Deque_base<Point*, std::allocator<Point*> >::_Deque_base(std::_Deque_base<Point*, std::allocator<Point*> >&&) [143]
                0.00    0.00       3/9996        std::deque<Point*, std::allocator<Point*> >::~deque() [122]
                0.00    0.00    9992/9996        std::deque<Point*, std::allocator<Point*> >::pop_back() [70]
[67]     0.0    0.00    0.00    9996         std::_Deque_base<Point*, std::allocator<Point*> >::_M_get_Tp_allocator() [67]
-----------------------------------------------
                0.00    0.00    9992/9992        void std::allocator_traits<std::allocator<Point*> >::destroy<Point*>(std::allocator<Point*>&, Point**) [69]
[68]     0.0    0.00    0.00    9992         void __gnu_cxx::new_allocator<Point*>::destroy<Point*>(Point**) [68]
-----------------------------------------------
                0.00    0.00    9992/9992        std::deque<Point*, std::allocator<Point*> >::pop_back() [70]
[69]     0.0    0.00    0.00    9992         void std::allocator_traits<std::allocator<Point*> >::destroy<Point*>(std::allocator<Point*>&, Point**) [69]
                0.00    0.00    9992/9992        void __gnu_cxx::new_allocator<Point*>::destroy<Point*>(Point**) [68]
-----------------------------------------------
                0.00    0.00    9992/9992        convexHull(std::deque<Point*, std::allocator<Point*> >&) [3]
[70]     0.0    0.00    0.00    9992         std::deque<Point*, std::allocator<Point*> >::pop_back() [70]
                0.00    0.00    9992/9996        std::_Deque_base<Point*, std::allocator<Point*> >::_M_get_Tp_allocator() [67]
                0.00    0.00    9992/9992        void std::allocator_traits<std::allocator<Point*> >::destroy<Point*>(std::allocator<Point*>&, Point**) [69]
-----------------------------------------------
                0.00    0.00       6/3678        std::_Deque_base<Point*, std::allocator<Point*> >::_M_initialize_map(unsigned long) [119]
                0.00    0.00      10/3678        std::deque<Point*, std::allocator<Point*> >::_M_reallocate_map(unsigned long, bool) [107]
                0.00    0.00     156/3678        void std::deque<Point*, std::allocator<Point*> >::_M_push_back_aux<Point*>(Point*&&) [86]
                0.00    0.00     432/3678        std::_Deque_iterator<Point*, Point*&, Point**>::operator+=(long) [48]
                0.00    0.00    1399/3678        std::_Deque_iterator<Point*, Point*&, Point**>::operator--() [34]
                0.00    0.00    1675/3678        std::_Deque_iterator<Point*, Point*&, Point**>::operator++() [35]
[71]     0.0    0.00    0.00    3678         std::_Deque_iterator<Point*, Point*&, Point**>::_M_set_node(Point***) [71]
                0.00    0.00    3678/71435       std::_Deque_iterator<Point*, Point*&, Point**>::_S_buffer_size() [37]
-----------------------------------------------
                0.00    0.00     994/994         std::operator-(std::_Deque_iterator<Point*, Point*&, Point**> const&, long) [73]
[72]     0.0    0.00    0.00     994         std::_Deque_iterator<Point*, Point*&, Point**>::operator-=(long) [72]
                0.00    0.00     994/23887       std::_Deque_iterator<Point*, Point*&, Point**>::operator+=(long) [48]
-----------------------------------------------
                0.00    0.00     994/994         std::_Deque_iterator<Point*, Point*&, Point**> std::__unguarded_partition_pivot<std::_Deque_iterator<Point*, Point*&, Point**>, __gnu_cxx::__ops::_Iter_comp_iter<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}> >(std::_Deque_iterator<Point*, Point*&, Point**>, std::_Deque_iterator<Point*, Point*&, Point**>, __gnu_cxx::__ops::_Iter_comp_iter<convexHull(std::deque<Point*, std::allocator<Point*> >&)::{lambda(Point*, Point*)#2}>) [9]
[73]     0.0    0.00    0.00     994         std::operator-(std::_Deque_iterator<Point*, Point*&, Point**> const&, long) [73]
                0.00    0.00     994/427919      std::_Deque_iterator<Point*, Point*&, Point**>::_Deque_iterator(std::_Deque_iterator<Point*, Point*&, Point**> const&) [31]
                0.00    0.00     994/994         std::_Deque_iterator<Point*, Point*&, Point**>::operator-=(long) [72]
-----------------------------------------------
                0.00    0.00     156/315         __gnu_cxx::new_allocator<Point*>::max_size() const [82]
                0.00    0.00     159/315         __gnu_cxx::new_allocator<Point*>::allocate(unsigned long, void const*) [77]
[74]     0.0    0.00    0.00     315         __gnu_cxx::new_allocator<Point*>::_M_max_size() const [74]
-----------------------------------------------
                0.00    0.00      16/172         std::_Deque_base<Point*, std::allocator<Point*> >::_M_get_map_allocator() const [91]
                0.00    0.00     156/172         std::deque<Point*, std::allocator<Point*> >::max_size() const [83]
[75]     0.0    0.00    0.00     172         std::_Deque_base<Point*, std::allocator<Point*> >::_M_get_Tp_allocator() const [75]
-----------------------------------------------
                0.00    0.00     159/159         std::allocator_traits<std::allocator<Point*> >::deallocate(std::allocator<Point*>&, Point**, unsigned long) [80]
[76]     0.0    0.00    0.00     159         __gnu_cxx::new_allocator<Point*>::deallocate(Point**, unsigned long) [76]
-----------------------------------------------
                0.00    0.00     159/159         std::allocator_traits<std::allocator<Point*> >::allocate(std::allocator<Point*>&, unsigned long) [81]
[77]     0.0    0.00    0.00     159         __gnu_cxx::new_allocator<Point*>::allocate(unsigned long, void const*) [77]
                0.00    0.00     159/315         __gnu_cxx::new_allocator<Point*>::_M_max_size() const [74]
-----------------------------------------------
                0.00    0.00       3/159         std::_Deque_base<Point*, std::allocator<Point*> >::_M_create_nodes(Point***, Point***) [117]
                0.00    0.00     156/159         void std::deque<Point*, std::allocator<Point*> >::_M_push_back_aux<Point*>(Point*&&) [86]
[78]     0.0    0.00    0.00     159         std::_Deque_base<Point*, std::allocator<Point*> >::_M_allocate_node() [78]
                0.00    0.00     159/71759       std::__deque_buf_size(unsigned long) [36]
                0.00    0.00     159/159         std::allocator_traits<std::allocator<Point*> >::allocate(std::allocator<Point*>&, unsigned long) [81]
-----------------------------------------------
                0.00    0.00     159/159         std::_Deque_base<Point*, std::allocator<Point*> >::_M_destroy_nodes(Point***, Point***) [118]
[79]     0.0    0.00    0.00     159         std::_Deque_base<Point*, std::allocator<Point*> >::_M_deallocate_node(Point**) [79]
                0.00    0.00     159/71759       std::__deque_buf_size(unsigned long) [36]
                0.00    0.00     159/159         std::allocator_traits<std::allocator<Point*> >::deallocate(std::allocator<Point*>&, Point**, unsigned long) [80]
-----------------------------------------------
                0.00    0.00     159/159         std::_Deque_base<Point*, std::allocator<Point*> >::_M_deallocate_node(Point**) [79]
[80]     0.0    0.00    0.00     159         std::allocator_traits<std::allocator<Point*> >::deallocate(std::allocator<Point*>&, Point**, unsigned long) [80]
                0.00    0.00     159/159         __gnu_cxx::new_allocator<Point*>::deallocate(Point**, unsigned long) [76]
-----------------------------------------------
                0.00    0.00     159/159         std::_Deque_base<Point*, std::allocator<Point*> >::_M_allocate_node() [78]
[81]     0.0    0.00    0.00     159         std::allocator_traits<std::allocator<Point*> >::allocate(std::allocator<Point*>&, unsigned long) [81]
                0.00    0.00     159/159         __gnu_cxx::new_allocator<Point*>::allocate(unsigned long, void const*) [77]
-----------------------------------------------
                0.00    0.00     156/156         std::allocator_traits<std::allocator<Point*> >::max_size(std::allocator<Point*> const&) [84]
[82]     0.0    0.00    0.00     156         __gnu_cxx::new_allocator<Point*>::max_size() const [82]
                0.00    0.00     156/315         __gnu_cxx::new_allocator<Point*>::_M_max_size() const [74]
-----------------------------------------------
                0.00    0.00     156/156         void std::deque<Point*, std::allocator<Point*> >::_M_push_back_aux<Point*>(Point*&&) [86]
[83]     0.0    0.00    0.00     156         std::deque<Point*, std::allocator<Point*> >::max_size() const [83]
                0.00    0.00     156/172         std::_Deque_base<Point*, std::allocator<Point*> >::_M_get_Tp_allocator() const [75]
                0.00    0.00     156/156         std::deque<Point*, std::allocator<Point*> >::_S_max_size(std::allocator<Point*> const&) [85]
-----------------------------------------------
                0.00    0.00     156/156         std::deque<Point*, std::allocator<Point*> >::_S_max_size(std::allocator<Point*> const&) [85]
[84]     0.0    0.00    0.00     156         std::allocator_traits<std::allocator<Point*> >::max_size(std::allocator<Point*> const&) [84]
                0.00    0.00     156/156         __gnu_cxx::new_allocator<Point*>::max_size() const [82]
-----------------------------------------------
                0.00    0.00     156/156         std::deque<Point*, std::allocator<Point*> >::max_size() const [83]
[85]     0.0    0.00    0.00     156         std::deque<Point*, std::allocator<Point*> >::_S_max_size(std::allocator<Point*> const&) [85]
                0.00    0.00     156/156         std::allocator_traits<std::allocator<Point*> >::max_size(std::allocator<Point*> const&) [84]
                0.00    0.00     156/156         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [88]
-----------------------------------------------
                0.00    0.00     156/156         Point*& std::deque<Point*, std::allocator<Point*> >::emplace_back<Point*>(Point*&&) [61]
[86]     0.0    0.00    0.00     156         void std::deque<Point*, std::allocator<Point*> >::_M_push_back_aux<Point*>(Point*&&) [86]
                0.00    0.00     156/40042       std::deque<Point*, std::allocator<Point*> >::size() const [39]
                0.00    0.00     156/156         std::deque<Point*, std::allocator<Point*> >::max_size() const [83]
                0.00    0.00     156/156         std::deque<Point*, std::allocator<Point*> >::_M_reserve_map_at_back(unsigned long) [87]
                0.00    0.00     156/159         std::_Deque_base<Point*, std::allocator<Point*> >::_M_allocate_node() [78]
                0.00    0.00     156/30156       Point*&& std::forward<Point*>(std::remove_reference<Point*>::type&) [42]
                0.00    0.00     156/10000       void std::allocator_traits<std::allocator<Point*> >::construct<Point*, Point*>(std::allocator<Point*>&, Point**, Point*&&) [60]
                0.00    0.00     156/3678        std::_Deque_iterator<Point*, Point*&, Point**>::_M_set_node(Point***) [71]
-----------------------------------------------
                0.00    0.00     156/156         void std::deque<Point*, std::allocator<Point*> >::_M_push_back_aux<Point*>(Point*&&) [86]
[87]     0.0    0.00    0.00     156         std::deque<Point*, std::allocator<Point*> >::_M_reserve_map_at_back(unsigned long) [87]
                0.00    0.00       5/5           std::deque<Point*, std::allocator<Point*> >::_M_reallocate_map(unsigned long, bool) [107]
-----------------------------------------------
                0.00    0.00     156/156         std::deque<Point*, std::allocator<Point*> >::_S_max_size(std::allocator<Point*> const&) [85]
[88]     0.0    0.00    0.00     156         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [88]
-----------------------------------------------
